date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:41:11	34178/34178	---M-Z	200	added ('OK')	text/html	etag:%221766832727-1%22	https://www.academie-francaise.fr/	./www.academie-francaise.fr/index.html	(from )
11:41:12	17187/17187	---M-Z	200	added ('OK')	application/rss+xml	etag:%221766832743-1%22	https://www.academie-francaise.fr/rss.xml	./www.academie-francaise.fr/rss.xml	(from https://www.academie-francaise.fr/)
11:41:18	5430/5430	---M--	200	added ('OK')	image/vnd.microsoft.icon	etag:%221536-4c61b197ece40%22	https://www.academie-francaise.fr/sites/academie-francaise.fr/themes/af/favicon.ico	./www.academie-francaise.fr/sites/academie-francaise.fr/themes/af/favicon.ico	(from https://www.academie-francaise.fr/)
11:41:23	5428/5428	---M--	200	added ('OK')	text/css	etag:%221534-5fce8c3bb5680%22	https://www.academie-francaise.fr/modules/system/system.base.css?sw7dy1	./www.academie-francaise.fr/modules/system/system.basefd29.css	(from https://www.academie-francaise.fr/)
11:41:27	2035/2035	---M--	200	added ('OK')	text/css	etag:%227f3-5fce8c3ca98c0%22	https://www.academie-francaise.fr/modules/system/system.menus.css?sw7dy1	./www.academie-francaise.fr/modules/system/system.menusfd29.css	(from https://www.academie-francaise.fr/)
11:41:31	961/961	---M--	200	added ('OK')	text/css	etag:%223c1-5fce8c3ca98c0%22	https://www.academie-francaise.fr/modules/system/system.messages.css?sw7dy1	./www.academie-francaise.fr/modules/system/system.messagesfd29.css	(from https://www.academie-francaise.fr/)
11:41:37	3711/3711	---M--	200	added ('OK')	text/css	etag:%22e7f-5fce8c3ca98c0%22	https://www.academie-francaise.fr/modules/system/system.theme.css?sw7dy1	./www.academie-francaise.fr/modules/system/system.themefd29.css	(from https://www.academie-francaise.fr/)
11:41:42	12532/12532	---M--	200	added ('OK')	text/css	etag:%2230f4-4c61b18a92ec0%22	https://www.academie-francaise.fr/sites/all/libraries/mediaelement/build/mediaelementplayer.min.css?sw7dy1	./www.academie-francaise.fr/sites/all/libraries/mediaelement/build/mediaelementplayer.minfd29.css	(from https://www.academie-francaise.fr/)
11:41:43	730/730	---M--	200	added ('OK')	text/css	etag:%222da-4cc2854203e40%22	https://www.academie-francaise.fr/sites/academie-francaise.fr/modules/academie/academie.css?sw7dy1	./www.academie-francaise.fr/sites/academie-francaise.fr/modules/academie/academiefd29.css	(from https://www.academie-francaise.fr/)
11:41:43	617/617	---M--	200	added ('OK')	text/css	etag:%22269-5649e82a4c4c0%22	https://www.academie-francaise.fr/sites/academie-francaise.fr/modules/academie_columns/academie_columns.css?sw7dy1	./www.academie-francaise.fr/sites/academie-francaise.fr/modules/academie_columns/academie_columnsfd29.css	(from https://www.academie-francaise.fr/)
11:41:43	1959/1959	---M--	200	added ('OK')	text/css	etag:%227a7-4c61b18e637c0%22	https://www.academie-francaise.fr/sites/academie-francaise.fr/modules/academie_help/academie_help.css?sw7dy1	./www.academie-francaise.fr/sites/academie-francaise.fr/modules/academie_help/academie_helpfd29.css	(from https://www.academie-francaise.fr/)
11:41:45	202/202	---M--	200	added ('OK')	text/css	etag:%22ca-4c61b196f8c00%22	https://www.academie-francaise.fr/sites/academie-francaise.fr/modules/academie_sidebar/academie_sidebar.css?sw7dy1	./www.academie-francaise.fr/sites/academie-francaise.fr/modules/academie_sidebar/academie_sidebarfd29.css	(from https://www.academie-francaise.fr/)
11:41:48	3733/3733	---M--	200	added ('OK')	text/css	etag:%22e95-5712e57060580%22	https://www.academie-francaise.fr/sites/all/modules/date/date_api/date.css?sw7dy1	./www.academie-francaise.fr/sites/all/modules/date/date_api/datefd29.css	(from https://www.academie-francaise.fr/)
11:41:49	550/550	---M--	200	added ('OK')	text/css	etag:%22226-5fce8c3f85f80%22	https://www.academie-francaise.fr/modules/field/theme/field.css?sw7dy1	./www.academie-francaise.fr/modules/field/theme/fieldfd29.css	(from https://www.academie-francaise.fr/)
11:41:51	144/144	---M--	200	added ('OK')	text/css	etag:%2290-5fce8c37e4d80%22	https://www.academie-francaise.fr/modules/node/node.css?sw7dy1	./www.academie-francaise.fr/modules/node/nodefd29.css	(from https://www.academie-francaise.fr/)
11:41:53	6995/6995	---M--	200	added ('OK')	text/css	etag:%221b53-5155793d37480%22	https://www.academie-francaise.fr/sites/all/modules/sdv/sdv/sdv.css?sw7dy1	./www.academie-francaise.fr/sites/all/modules/sdv/sdv/sdvfd29.css	(from https://www.academie-francaise.fr/)
11:41:55	564/564	---M--	200	added ('OK')	text/css	etag:%22234-5fce8c3ac1440%22	https://www.academie-francaise.fr/modules/search/search.css?sw7dy1	./www.academie-francaise.fr/modules/search/searchfd29.css	(from https://www.academie-francaise.fr/)
11:41:56	1827/1827	---M--	200	added ('OK')	text/css	etag:%22723-5fce8c3e91d40%22	https://www.academie-francaise.fr/modules/user/user.css?sw7dy1	./www.academie-francaise.fr/modules/user/userfd29.css	(from https://www.academie-francaise.fr/)
11:41:58	707/707	---M--	200	added ('OK')	text/css	etag:%222c3-586419f0d52c0%22	https://www.academie-francaise.fr/sites/all/modules/views/css/views.css?sw7dy1	./www.academie-francaise.fr/sites/all/modules/views/css/viewsfd29.css	(from https://www.academie-francaise.fr/)
11:42:01	369/369	---M--	200	added ('OK')	text/css	etag:%22171-5d929802ef1c0%22	https://www.academie-francaise.fr/sites/all/modules/media/modules/media_wysiwyg/css/media_wysiwyg.base.css?sw7dy1	./www.academie-francaise.fr/sites/all/modules/media/modules/media_wysiwyg/css/media_wysiwyg.basefd29.css	(from https://www.academie-francaise.fr/)
11:42:05	509/509	---M--	200	added ('OK')	text/css	etag:%221fd-5712e56f6c340%22	https://www.academie-francaise.fr/sites/all/modules/ctools/css/ctools.css?sw7dy1	./www.academie-francaise.fr/sites/all/modules/ctools/css/ctoolsfd29.css	(from https://www.academie-francaise.fr/)
11:42:11	1141/1141	---M--	200	added ('OK')	text/css	etag:%22475-4c61b197ece40%22	https://www.academie-francaise.fr/sites/academie-francaise.fr/themes/af/css/reset.css?sw7dy1	./www.academie-francaise.fr/sites/academie-francaise.fr/themes/af/css/resetfd29.css	(from https://www.academie-francaise.fr/)
11:42:17	31826/31826	---M--	200	added ('OK')	text/css	etag:%227c52-6066b89c636c0%22	https://www.academie-francaise.fr/sites/academie-francaise.fr/themes/af/css/styles.css?sw7dy1	./www.academie-francaise.fr/sites/academie-francaise.fr/themes/af/css/stylesfd29.css	(from https://www.academie-francaise.fr/)
11:42:23	8375/8375	---M--	200	added ('OK')	text/css	etag:%2220b7-55a148f9f97c0%22	https://www.academie-francaise.fr/sites/academie-francaise.fr/themes/af/css/colors.css?sw7dy1	./www.academie-francaise.fr/sites/academie-francaise.fr/themes/af/css/colorsfd29.css	(from https://www.academie-francaise.fr/)
11:42:27	427/427	---M--	200	added ('OK')	text/css	etag:%221ab-4f454d2912380%22	https://www.academie-francaise.fr/sites/academie-francaise.fr/themes/af/css/print.css?sw7dy1	./www.academie-francaise.fr/sites/academie-francaise.fr/themes/af/css/printfd29.css	(from https://www.academie-francaise.fr/)
11:42:33	118240/118240	---M-Z	200	added ('OK')	text/javascript	etag:%229b61-63504f7794cfd%22	https://www.academie-francaise.fr/sites/academie-francaise.fr/files/js/js_YD9ro0PAqY25gGWrTki6TjRUG8TdokmmxjfqpNNfzVU.js	./www.academie-francaise.fr/sites/academie-francaise.fr/files/js/js_YD9ro0PAqY25gGWrTki6TjRUG8TdokmmxjfqpNNfzVU.js	(from https://www.academie-francaise.fr/)
11:42:38	58000/58000	---M--	200	added ('OK')	application/javascript	etag:%22e290-4c61b18a92ec0%22	https://www.academie-francaise.fr/sites/all/libraries/mediaelement/build/mediaelement-and-player.min.js?v=2.1.6	./www.academie-francaise.fr/sites/all/libraries/mediaelement/build/mediaelement-and-player.min3899.js	(from https://www.academie-francaise.fr/)
11:42:41	37161/37161	---M-Z	200	added ('OK')	text/javascript	etag:%2230ad-63504f77977f5%22	https://www.academie-francaise.fr/sites/academie-francaise.fr/files/js/js_ICaiHSRm4xzH69gcV-fGfYaf60nGJ4ZYMmrqJOJI6Qo.js	./www.academie-francaise.fr/sites/academie-francaise.fr/files/js/js_ICaiHSRm4xzH69gcV-fGfYaf60nGJ4ZYMmrqJOJI6Qo.js	(from https://www.academie-francaise.fr/)
11:42:48	3453/3453	---M-Z	200	added ('OK')	text/javascript	etag:%22409-63504f779c9fd%22	https://www.academie-francaise.fr/sites/academie-francaise.fr/files/js/js_DcorQSlztWiLT--0W-nK6mv0C830-J3XoonfMMNcarY.js	./www.academie-francaise.fr/sites/academie-francaise.fr/files/js/js_DcorQSlztWiLT--0W-nK6mv0C830-J3XoonfMMNcarY.js	(from https://www.academie-francaise.fr/)
11:42:55	66106/66106	---M-Z	200	added ('OK')	text/javascript	etag:%224934-63504f909652c%22	https://www.academie-francaise.fr/sites/academie-francaise.fr/files/js/js_IhisTMUXemuR70jyqTN3W1EsoycdzVO5-R8hXqn-ao0.js	./www.academie-francaise.fr/sites/academie-francaise.fr/files/js/js_IhisTMUXemuR70jyqTN3W1EsoycdzVO5-R8hXqn-ao0.js	(from https://www.academie-francaise.fr/)
11:43:00	11605/11605	---M-Z	200	added ('OK')	text/javascript	etag:%22e58-63504f77a3f2e%22	https://www.academie-francaise.fr/sites/academie-francaise.fr/files/js/js_gkN36AsOcsI0Nq_eihpV_aN0WAgHP6ieGqF-q46GnFM.js	./www.academie-francaise.fr/sites/academie-francaise.fr/files/js/js_gkN36AsOcsI0Nq_eihpV_aN0WAgHP6ieGqF-q46GnFM.js	(from https://www.academie-francaise.fr/)
11:43:05	5719/5719	---M-Z	200	added ('OK')	text/javascript	etag:%22576-63504f77a663e%22	https://www.academie-francaise.fr/sites/academie-francaise.fr/files/js/js_kMO0BcIyVJNVQcUgdHtx5vWIUfB2hUZ-4ZA0Vw1h8FM.js	./www.academie-francaise.fr/sites/academie-francaise.fr/files/js/js_kMO0BcIyVJNVQcUgdHtx5vWIUfB2hUZ-4ZA0Vw1h8FM.js	(from https://www.academie-francaise.fr/)
11:43:10	7608/7608	---M--	200	added ('OK')	image/png	etag:%221db8-4c61b197ece40%22	https://www.academie-francaise.fr/sites/academie-francaise.fr/themes/af/logo.png	./www.academie-francaise.fr/sites/academie-francaise.fr/themes/af/logo.png	(from https://www.academie-francaise.fr/)
11:43:16	37888/37888	---MCZ	200	added ('OK')	text/html	etag:%221766832876-1%22	https://www.academie-francaise.fr/linstitution/lorganisation	./www.academie-francaise.fr/linstitution/lorganisation.html	(from https://www.academie-francaise.fr/)
11:43:22	48956/48956	---MCZ	200	added ('OK')	text/html	etag:%221766833149-1%22	https://www.academie-francaise.fr/linstitution/lhistoire	./www.academie-francaise.fr/linstitution/lhistoire.html	(from https://www.academie-francaise.fr/)
11:43:27	40038/40038	---MCZ	200	added ('OK')	text/html	etag:%221766833677-1%22	https://www.academie-francaise.fr/linstitution/apercu-historique	./www.academie-francaise.fr/linstitution/apercu-historique.html	(from https://www.academie-francaise.fr/)
11:43:31	56000/56000	---MCZ	200	added ('OK')	text/html	etag:%221766833018-1%22	https://www.academie-francaise.fr/linstitution-lhistoire/les-grandes-dates	./www.academie-francaise.fr/linstitution-lhistoire/les-grandes-dates.html	(from https://www.academie-francaise.fr/)
11:43:37	34049/34049	---MCZ	200	added ('OK')	text/html	etag:%221766833735-1%22	https://www.academie-francaise.fr/linstitution/le-palais-de-linstitut	./www.academie-francaise.fr/linstitution/le-palais-de-linstitut.html	(from https://www.academie-francaise.fr/)
11:43:43	41107/41107	---MCZ	200	added ('OK')	text/html	etag:%221766833766-1%22	https://www.academie-francaise.fr/linstitution/les-missions	./www.academie-francaise.fr/linstitution/les-missions.html	(from https://www.academie-francaise.fr/)
11:43:48	37395/37395	---MCZ	200	added ('OK')	text/html	etag:%221766835826-1%22	https://www.academie-francaise.fr/linstitution/statuts-et-reglements	./www.academie-francaise.fr/linstitution/statuts-et-reglements.html	(from https://www.academie-francaise.fr/)
11:43:48	277/277	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2027%20Dec%202025%2011:43:48%20GMT	http://www.academie-francaise.fr/linstitution/les-decisions-internes	./www.academie-francaise.fr/linstitution/les-decisions-internes.27.delayed	(from https://www.academie-francaise.fr/)
11:43:49	31525/31525	---M-Z	200	added ('OK')	text/html	etag:%221766833387-1%22	https://www.academie-francaise.fr/linstitution/les-decisions-internes	./www.academie-francaise.fr/linstitution/les-decisions-internes.html	(from https://www.academie-francaise.fr/)
11:43:50	72083/72083	---MCZ	200	added ('OK')	text/html	etag:%221766833004-1%22	https://www.academie-francaise.fr/les-immortels/les-quarante-aujourdhui	./www.academie-francaise.fr/les-immortels/les-quarante-aujourdhui.html	(from https://www.academie-francaise.fr/)
11:43:50	41426/41426	---MCZ	200	added ('OK')	text/html	etag:%221766833705-1%22	https://www.academie-francaise.fr/les-immortels/de-la-candidature-la-reception	./www.academie-francaise.fr/les-immortels/de-la-candidature-la-reception.html	(from https://www.academie-francaise.fr/)
11:43:51	45300/45300	---MCZ	200	added ('OK')	text/html	etag:%221766833726-1%22	https://www.academie-francaise.fr/les-immortels/lhabit-vert-et-lepee	./www.academie-francaise.fr/les-immortels/lhabit-vert-et-lepee.html	(from https://www.academie-francaise.fr/)
11:43:51	43878/43878	---MCZ	200	added ('OK')	text/html	etag:%221766834174-1%22	https://www.academie-francaise.fr/les-immortels/discours-et-travaux-academiques	./www.academie-francaise.fr/les-immortels/discours-et-travaux-academiques.html	(from https://www.academie-francaise.fr/)
11:43:51	48834/48834	---MCZ	200	added ('OK')	text/html	etag:%221766833179-1%22	https://www.academie-francaise.fr/les-immortels/les-publications	./www.academie-francaise.fr/les-immortels/les-publications.html	(from https://www.academie-francaise.fr/)
11:43:51	36001/36001	---MCZ	200	added ('OK')	text/html	etag:%221766833818-1%22	https://www.academie-francaise.fr/videos-des-receptions-sous-la-coupole	./www.academie-francaise.fr/videos-des-receptions-sous-la-coupole.html	(from https://www.academie-francaise.fr/)
11:43:52	48983/48983	---MCZ	200	added ('OK')	text/html	etag:%221766833529-1%22	https://www.academie-francaise.fr/la-langue-francaise/le-francais-aujourdhui	./www.academie-francaise.fr/la-langue-francaise/le-francais-aujourdhui.html	(from https://www.academie-francaise.fr/)
11:43:52	233267/233267	---MCZ	200	added ('OK')	text/html	etag:%221766832893-1%22	https://www.academie-francaise.fr/questions-de-langue	./www.academie-francaise.fr/questions-de-langue.html	(from https://www.academie-francaise.fr/)
11:43:53	48073/48073	---MCZ	200	added ('OK')	text/html	etag:%221766833298-1%22	https://www.academie-francaise.fr/la-langue-francaise/terminologie	./www.academie-francaise.fr/la-langue-francaise/terminologie.html	(from https://www.academie-francaise.fr/)
11:43:53	80490/80490	---MCZ	200	added ('OK')	text/html	etag:%221766833083-1%22	https://www.academie-francaise.fr/dire-ne-pas-dire	./www.academie-francaise.fr/dire-ne-pas-dire.html	(from https://www.academie-francaise.fr/)
11:43:53	50870/50870	---MCZ	200	added ('OK')	text/html	etag:%221766833582-1%22	https://www.academie-francaise.fr/dire-ne-pas-dire/emplois-fautifs	./www.academie-francaise.fr/dire-ne-pas-dire/emplois-fautifs.html	(from https://www.academie-francaise.fr/)
11:43:53	50904/50904	---MCZ	200	added ('OK')	text/html	etag:%221766833768-1%22	https://www.academie-francaise.fr/dire-ne-pas-dire/extensions-de-sens-abusives	./www.academie-francaise.fr/dire-ne-pas-dire/extensions-de-sens-abusives.html	(from https://www.academie-francaise.fr/)
11:43:54	50859/50859	---MCZ	200	added ('OK')	text/html	etag:%221766834178-1%22	https://www.academie-francaise.fr/dire-ne-pas-dire/anglicismes-neologismes-mots-voyageurs	./www.academie-francaise.fr/dire-ne-pas-dire/anglicismes-neologismes-mots-voyageurs.html	(from https://www.academie-francaise.fr/)
11:43:54	51269/51269	---MCZ	200	added ('OK')	text/html	etag:%221766832956-1%22	https://www.academie-francaise.fr/dire-ne-pas-dire/expressions-bonheurs-surprises	./www.academie-francaise.fr/dire-ne-pas-dire/expressions-bonheurs-surprises.html	(from https://www.academie-francaise.fr/)
11:43:54	49697/49697	---MCZ	200	added ('OK')	text/html	etag:%221766835833-1%22	https://www.academie-francaise.fr/dire-ne-pas-dire/bloc-notes	./www.academie-francaise.fr/dire-ne-pas-dire/bloc-notes.html	(from https://www.academie-francaise.fr/)
11:43:55	50194/50194	---MCZ	200	added ('OK')	text/html	etag:%221766833572-1%22	https://www.academie-francaise.fr/dire-ne-pas-dire/courrier-des-internautes	./www.academie-francaise.fr/dire-ne-pas-dire/courrier-des-internautes.html	(from https://www.academie-francaise.fr/)
11:43:57	34710/34710	---M-Z	200	added ('OK')	text/html	etag:%221766833951-1%22	https://www.academie-francaise.fr/la-langue-francaise-dire-ne-pas-dire/dire-ne-pas-dire	./www.academie-francaise.fr/la-langue-francaise-dire-ne-pas-dire/dire-ne-pas-dire.html	(from https://www.academie-francaise.fr/)
11:43:58	32003/32003	---M-Z	200	added ('OK')	text/html	etag:%221766834041-1%22	https://www.academie-francaise.fr/la-langue-francaise/actualite	./www.academie-francaise.fr/la-langue-francaise/actualite.html	(from https://www.academie-francaise.fr/)
11:44:00	44268/44268	---MCZ	200	added ('OK')	text/html	etag:%221766833128-1%22	https://www.academie-francaise.fr/le-dictionnaire/la-9e-edition	./www.academie-francaise.fr/le-dictionnaire/la-9e-edition.html	(from https://www.academie-francaise.fr/)
11:44:01	41242/41242	---MCZ	200	added ('OK')	text/html	etag:%221766833623-1%22	https://www.academie-francaise.fr/le-dictionnaire-la-9e-edition/exemples-de-mots-nouveaux	./www.academie-francaise.fr/le-dictionnaire-la-9e-edition/exemples-de-mots-nouveaux.html	(from https://www.academie-francaise.fr/)
11:44:03	67303/67303	---MCZ	200	added ('OK')	text/html	etag:%221766833518-1%22	https://www.academie-francaise.fr/le-dictionnaire-la-9e-edition/exemples-de-mots-supprimes	./www.academie-francaise.fr/le-dictionnaire-la-9e-edition/exemples-de-mots-supprimes.html	(from https://www.academie-francaise.fr/)
11:44:04	37853/37853	---MCZ	200	added ('OK')	text/html	etag:%221766833613-1%22	https://www.academie-francaise.fr/le-dictionnaire-la-9e-edition/exemples-de-mots-dorigine-etrangere	./www.academie-francaise.fr/le-dictionnaire-la-9e-edition/exemples-de-mots-dorigine-etrangere.html	(from https://www.academie-francaise.fr/)
11:44:05	59456/59456	---MCZ	200	added ('OK')	text/html	etag:%221766835844-1%22	https://www.academie-francaise.fr/le-dictionnaire-la-9e-edition/exemples-de-remarques-normatives	./www.academie-francaise.fr/le-dictionnaire-la-9e-edition/exemples-de-remarques-normatives.html	(from https://www.academie-francaise.fr/)
11:44:06	133923/133923	---MCZ	200	added ('OK')	text/html	etag:%221766833603-1%22	https://www.academie-francaise.fr/le-dictionnaire-la-9e-edition/addenda	./www.academie-francaise.fr/le-dictionnaire-la-9e-edition/addenda.html	(from https://www.academie-francaise.fr/)
11:44:06	31106/31106	---M-Z	200	added ('OK')	text/html	etag:%221766833147-1%22	https://www.academie-francaise.fr/le-dictionnaire/les-neuf-prefaces	./www.academie-francaise.fr/le-dictionnaire/les-neuf-prefaces.html	(from https://www.academie-francaise.fr/)
11:44:08	62594/62594	---MCZ	200	added ('OK')	text/html	etag:%221766833644-1%22	https://www.academie-francaise.fr/le-dictionnaire-les-neuf-prefaces/preface-de-la-premiere-edition-1694	./www.academie-francaise.fr/le-dictionnaire-les-neuf-prefaces/preface-de-la-premiere-edition-1694.html	(from https://www.academie-francaise.fr/)
11:44:09	49837/49837	---MCZ	200	added ('OK')	text/html	etag:%221766835848-1%22	https://www.academie-francaise.fr/le-dictionnaire-les-neuf-prefaces/preface-de-la-deuxieme-edition-1718	./www.academie-francaise.fr/le-dictionnaire-les-neuf-prefaces/preface-de-la-deuxieme-edition-1718.html	(from https://www.academie-francaise.fr/)
11:44:10	47194/47194	---MCZ	200	added ('OK')	text/html	etag:%221766833685-1%22	https://www.academie-francaise.fr/le-dictionnaire-les-neufs-prefaces/preface-de-la-troisieme-edition-1740	./www.academie-francaise.fr/le-dictionnaire-les-neufs-prefaces/preface-de-la-troisieme-edition-1740.html	(from https://www.academie-francaise.fr/)
11:44:11	48010/48010	---MCZ	200	added ('OK')	text/html	etag:%221766833675-1%22	https://www.academie-francaise.fr/le-dictionnaire-les-neufs-prefaces/preface-de-la-quatrieme-edition-1762	./www.academie-francaise.fr/le-dictionnaire-les-neufs-prefaces/preface-de-la-quatrieme-edition-1762.html	(from https://www.academie-francaise.fr/)
11:44:12	63582/63582	---MCZ	200	added ('OK')	text/html	etag:%221766833654-1%22	https://www.academie-francaise.fr/le-dictionnaire-les-neufs-prefaces/preface-de-la-cinquieme-edition-1798	./www.academie-francaise.fr/le-dictionnaire-les-neufs-prefaces/preface-de-la-cinquieme-edition-1798.html	(from https://www.academie-francaise.fr/)
11:44:14	121870/121870	---MCZ	200	added ('OK')	text/html	etag:%221766835104-1%22	https://www.academie-francaise.fr/le-dictionnaire-les-neuf-prefaces/sixieme-preface	./www.academie-francaise.fr/le-dictionnaire-les-neuf-prefaces/sixieme-preface.html	(from https://www.academie-francaise.fr/)
11:44:15	73267/73267	---MCZ	200	added ('OK')	text/html	etag:%221766834206-1%22	https://www.academie-francaise.fr/le-dictionnaire-les-neufs-prefaces/preface-de-la-septieme-edition-1877	./www.academie-francaise.fr/le-dictionnaire-les-neufs-prefaces/preface-de-la-septieme-edition-1877.html	(from https://www.academie-francaise.fr/)
11:44:17	49613/49613	---MCZ	200	added ('OK')	text/html	etag:%221766833664-1%22	https://www.academie-francaise.fr/le-dictionnaire-les-neufs-prefaces/preface-de-la-huitieme-edition-1932-1935	./www.academie-francaise.fr/le-dictionnaire-les-neufs-prefaces/preface-de-la-huitieme-edition-1932-1935.html	(from https://www.academie-francaise.fr/)
11:44:18	53163/53163	---MCZ	200	added ('OK')	text/html	etag:%221766833529-1%22	https://www.academie-francaise.fr/le-dictionnaire-les-neuf-prefaces/preface-la-neuvieme-edition	./www.academie-francaise.fr/le-dictionnaire-les-neuf-prefaces/preface-la-neuvieme-edition.html	(from https://www.academie-francaise.fr/)
11:44:20	36631/36631	---MCZ	200	added ('OK')	text/html	etag:%221766832733-1%22	https://www.academie-francaise.fr/le-dictionnaire/portail-numerique-du-dictionnaire-de-lacademie-francaise	./www.academie-francaise.fr/le-dictionnaire/portail-numerique-du-dictionnaire-de-lacademie-francaise.html	(from https://www.academie-francaise.fr/)
11:44:21	34309/34309	---MCZ	200	added ('OK')	text/html	etag:%221766833490-1%22	https://www.academie-francaise.fr/le-dictionnaire/commission-du-dictionnaire	./www.academie-francaise.fr/le-dictionnaire/commission-du-dictionnaire.html	(from https://www.academie-francaise.fr/)
11:44:23	35084/35084	---M-Z	200	added ('OK')	text/html	etag:%221766835861-1%22	https://www.academie-francaise.fr/le-dictionnaire/service-du-dictionnaire	./www.academie-francaise.fr/le-dictionnaire/service-du-dictionnaire.html	(from https://www.academie-francaise.fr/)
11:44:24	37924/37924	---MCZ	200	added ('OK')	text/html	etag:%221766833455-1%22	https://www.academie-francaise.fr/reglement-des-concours	./www.academie-francaise.fr/reglement-des-concours.html	(from https://www.academie-francaise.fr/)
11:44:26	47184/47184	---MCZ	200	added ('OK')	text/html	etag:%221766833102-1%22	https://www.academie-francaise.fr/les-prix-prix-litteraires/historique	./www.academie-francaise.fr/les-prix-prix-litteraires/historique.html	(from https://www.academie-francaise.fr/)
11:44:27	62835/62835	---MCZ	200	added ('OK')	text/html	etag:%221766833736-1%22	https://www.academie-francaise.fr/les-prix-et-fondations-prix-litteraires/grands-prix	./www.academie-francaise.fr/les-prix-et-fondations-prix-litteraires/grands-prix.html	(from https://www.academie-francaise.fr/)
11:44:29	76605/76605	---MCZ	200	added ('OK')	text/html	etag:%221766835641-1%22	https://www.academie-francaise.fr/les-prix-prix-litteraires/prix-de-fondations	./www.academie-francaise.fr/les-prix-prix-litteraires/prix-de-fondations.html	(from https://www.academie-francaise.fr/)
11:44:30	134071/134071	---MCZ	200	added ('OK')	text/html	etag:%221766835749-1%22	https://www.academie-francaise.fr/les-prix-et-fondations-prix-litteraires-prix-anciens/prix-anciens	./www.academie-francaise.fr/les-prix-et-fondations-prix-litteraires-prix-anciens/prix-anciens.html	(from https://www.academie-francaise.fr/)
11:44:31	52248/52248	---MCZ	200	added ('OK')	text/html	etag:%221766833757-1%22	https://www.academie-francaise.fr/les-prix-et-fondations-prix-litteraires/prix-de-linstitut	./www.academie-francaise.fr/les-prix-et-fondations-prix-litteraires/prix-de-linstitut.html	(from https://www.academie-francaise.fr/)
11:44:32	90060/90060	---MCZ	200	added ('OK')	text/html	etag:%221766833747-1%22	https://www.academie-francaise.fr/les-prix-et-fondations-prix-litteraires/les-laureats	./www.academie-francaise.fr/les-prix-et-fondations-prix-litteraires/les-laureats.html	(from https://www.academie-francaise.fr/)
11:44:33	34070/34070	---M-Z	200	added ('OK')	text/html	etag:%221766835872-1%22	https://www.academie-francaise.fr/les-prix-et-fondations-prix-litteraires/service-des-prix-litteraires	./www.academie-francaise.fr/les-prix-et-fondations-prix-litteraires/service-des-prix-litteraires.html	(from https://www.academie-francaise.fr/)
11:44:35	36219/36219	---MCZ	200	added ('OK')	text/html	etag:%221766833303-1%22	https://www.academie-francaise.fr/les-prix-et-mecenats/prix-des-familles-nombreuses	./www.academie-francaise.fr/les-prix-et-mecenats/prix-des-familles-nombreuses.html	(from https://www.academie-francaise.fr/)
11:44:36	33583/33583	---M-Z	200	added ('OK')	text/html	etag:%221766833501-1%22	https://www.academie-francaise.fr/les-prix-et-mecenats/bourses	./www.academie-francaise.fr/les-prix-et-mecenats/bourses.html	(from https://www.academie-francaise.fr/)
11:44:38	40397/40397	---MCZ	200	added ('OK')	text/html	etag:%221766835877-1%22	https://www.academie-francaise.fr/les-prix-et-fondations-prix-doeuvres/fondations-destinees-aux-actes-de-vertu	./www.academie-francaise.fr/les-prix-et-fondations-prix-doeuvres/fondations-destinees-aux-actes-de-vertu.html	(from https://www.academie-francaise.fr/)
11:44:41	33960/33960	---M-Z	200	added ('OK')	text/html	etag:%221766833090-1%22	https://www.academie-francaise.fr/service-des-oeuvres-sociales	./www.academie-francaise.fr/service-des-oeuvres-sociales.html	(from https://www.academie-francaise.fr/)
11:44:44	35647/35647	---MCZ	200	added ('OK')	text/html	etag:%221766835882-1%22	https://www.academie-francaise.fr/les-prix-et-fondations/les-prix-litteraires-images-documents	./www.academie-francaise.fr/les-prix-et-fondations/les-prix-litteraires-images-documents.html	(from https://www.academie-francaise.fr/)
11:44:49	36874/36874	---MCZ	200	added ('OK')	text/html	etag:%221766833459-1%22	https://www.academie-francaise.fr/actions-pedagogiques/visites-pedagogiques-de-lacademie	./www.academie-francaise.fr/actions-pedagogiques/visites-pedagogiques-de-lacademie.html	(from https://www.academie-francaise.fr/)
11:44:54	43800/43800	---MCZ	200	added ('OK')	text/html	etag:%221766833529-1%22	https://www.academie-francaise.fr/actions-pedagogiques/ressources-pedagogiques-0	./www.academie-francaise.fr/actions-pedagogiques/ressources-pedagogiques-0.html	(from https://www.academie-francaise.fr/)
11:44:58	38674/38674	---MCZ	200	added ('OK')	text/html	etag:%221766833920-1%22	https://www.academie-francaise.fr/actions-pedagogiques/partenariats-et-collaborations	./www.academie-francaise.fr/actions-pedagogiques/partenariats-et-collaborations.html	(from https://www.academie-francaise.fr/)
11:44:59	33162/33162	---M-Z	200	added ('OK')	text/html	etag:%221766835898-1%22	https://www.academie-francaise.fr/phototheque	./www.academie-francaise.fr/phototheque.html	(from https://www.academie-francaise.fr/)
11:44:59	57293/57293	---MCZ	200	added ('OK')	text/html	etag:%221766832819-1%22	https://www.academie-francaise.fr/actualites	./www.academie-francaise.fr/actualites.html	(from https://www.academie-francaise.fr/)
